region,warmup_rid,start_rid,warmup_bid,warmup_count,start_bid,start_count,end_bid,end_count
36,34,35,357.0,4728854,364.0,397113,310.0,123282
37,35,36,364.0,26979753,310.0,123282,237.0,212103
38,36,37,310.0,9952898,237.0,212103,244.0,647544
39,37,38,237.0,1586999,244.0,647544,364.0,1008200
40,38,39,244.0,2234536,364.0,1008200,372.0,1465044
41,39,40,364.0,28811048,372.0,1465044,364.0,1476511
42,40,41,372.0,27631188,364.0,1476511,372.0,1465084
43,41,42,364.0,31764028,372.0,1465084,372.0,1464980
44,42,43,372.0,30561276,372.0,1464980,364.0,1476441
45,43,44,372.0,32026256,364.0,1476441,310.0,1310594
46,44,45,364.0,36193431,310.0,1310594,310.0,1436700
47,45,46,310.0,12205170,310.0,1436700,318.0,1425542
48,46,47,310.0,13641870,318.0,1425542,318.0,1425561
49,47,48,318.0,14936710,318.0,1425561,318.0,1425561
50,48,49,318.0,16362271,318.0,1425561,347.0,31664
51,49,50,318.0,17787832,347.0,31664,372.0,1440110
52,50,51,347.0,261032,372.0,1440110,372.0,1464980
53,51,52,372.0,34994542,372.0,1464980,364.0,1476427
54,52,53,372.0,36459522,364.0,1476427,372.0,1465002
55,53,54,364.0,40661332,372.0,1465002,364.0,1476468
56,54,55,372.0,39389610,364.0,1476468,356.0,189627
57,55,56,364.0,43614312,356.0,189627,357.0,899929
58,56,57,356.0,4983115,357.0,899929,356.0,892956
59,57,58,357.0,5928283,356.0,892956,237.0,92046
60,58,59,356.0,6769068,237.0,92046,376.0,1614953
61,59,60,237.0,2531966,376.0,1614953,310.0,1026105
62,60,61,376.0,6708009,310.0,1026105,244.0,622500
63,61,62,310.0,20530081,244.0,622500,372.0,463816
64,62,63,244.0,3217356,372.0,463816,364.0,1476499
65,63,64,372.0,42406856,364.0,1476499,372.0,1465072
66,64,65,364.0,47875339,372.0,1465072,372.0,1464980
67,65,66,372.0,45336944,372.0,1464980,364.0,1476429
68,66,67,372.0,46801924,364.0,1476429,372.0,1465004
69,67,68,364.0,52304742,372.0,1465004,318.0,778321
70,68,69,372.0,49732012,318.0,778321,318.0,1425561
71,69,70,318.0,21150545,318.0,1425561,310.0,1436675
72,70,71,318.0,22576106,310.0,1436675,310.0,1436700
73,71,72,310.0,24226733,310.0,1436700,310.0,1436700
74,72,73,310.0,25663433,310.0,1436700,310.0,1436700
75,73,74,310.0,27100133,310.0,1436700,364.0,910731
76,74,75,310.0,28536833,364.0,910731,364.0,1476422
77,75,76,364.0,55296219,364.0,1476422,372.0,1464989
78,76,77,364.0,56772641,372.0,1464989,364.0,1476455
79,77,78,372.0,54165277,364.0,1476455,372.0,1465030
80,78,79,364.0,59725622,372.0,1465030,364.0,1476497
81,79,80,372.0,57095366,364.0,1476497,357.0,761577
82,80,81,364.0,62678603,357.0,761577,356.0,892990
83,81,82,357.0,8017341,356.0,892990,364.0,72042
84,82,83,356.0,8838806,364.0,72042,376.0,1118349
85,83,84,364.0,62911674,376.0,1118349,318.0,496642
86,84,85,376.0,8446733,318.0,496642,244.0,385360
87,85,86,318.0,29407234,244.0,385360,223.0,647501
88,86,87,244.0,4200176,223.0,647501,372.0,1392358
89,87,88,223.0,4838477,372.0,1392358,364.0,1476530
90,88,89,372.0,60112614,364.0,1476530,364.0,1476422
91,89,90,364.0,66939632,364.0,1476422,372.0,1464994
92,90,91,364.0,68416054,372.0,1464994,364.0,1476460
93,91,92,372.0,64507682,364.0,1476460,310.0,258343
94,92,93,364.0,71369035,310.0,258343,310.0,1436700
95,93,94,310.0,30501639,310.0,1436700,318.0,1425543
96,94,95,310.0,31938339,318.0,1425543,318.0,1425561
97,95,96,318.0,33066503,318.0,1425561,318.0,1425561
98,96,97,318.0,34492064,318.0,1425561,318.0,1425561
99,97,98,318.0,35917625,318.0,1425561,372.0,367103
100,98,99,318.0,37343186,372.0,367103,372.0,1464980
101,99,100,372.0,67475967,372.0,1464980,364.0,1476444
102,100,101,372.0,68940947,364.0,1476444,372.0,1465019
103,101,102,364.0,75836934,372.0,1465019,364.0,1476486
104,102,103,372.0,71871035,364.0,1476486,372.0,1465060
105,103,104,364.0,78789915,372.0,1465060,388.0,1762343
106,104,105,372.0,74801124,388.0,1762343,388.0,3671831
107,105,106,388.0,10150951,388.0,3671831,142.0,1
